MV61,#genre#
青鸟飞鱼-寂寞暴风雨,http://em.21dtv.com/songs/60062836.mkv
叶熙祺-寂寞爱情海,http://em.21dtv.com/songs/60061284.mkv
张静+华阴老腔-就恋这把土,http://em.21dtv.com/songs/60123960.mkv
佚名-就恋这把土,http://em.21dtv.com/songs/60024603.mkv
邓健泓-惊栗原声碟,http://em.21dtv.com/songs/60093240.mkv
韩博-just let you get away,http://em.21dtv.com/songs/60065625.mkv
陈思安-酒楼小夜曲,http://em.21dtv.com/songs/60024439.mkv
岳佳-金陵文枢醉,http://em.21dtv.com/songs/60104087.mkv
佚名-基隆山之恋,http://em.21dtv.com/songs/60022525.mkv
叶启田-基隆山之恋,http://em.21dtv.com/songs/60022524.mkv
罗建章+秀兰玛雅-基隆山之恋,http://em.21dtv.com/songs/60022523.mkv
顺利+任然-金陵十三钗,http://em.21dtv.com/songs/60124700.mkv
郭富城-降龙十八掌,http://em.21dtv.com/songs/60093367.mkv
罗永娟-加林赛部落,http://em.21dtv.com/songs/60022965.mkv
黄明志-吉隆坡下雪,http://em.21dtv.com/songs/60067100.mkv
南天-借了你一夜,http://em.21dtv.com/songs/60064400.mkv
陈健-金莲落难记,http://em.21dtv.com/songs/60088850.mkv
华少瑞明-金莲开开门,http://em.21dtv.com/songs/60130133.mkv
李蕴-九零后天空(演唱会),http://em.21dtv.com/songs/60061317.mkv
李蕴-九零后天空,http://em.21dtv.com/songs/60024329.mkv
王艺霖-九零后女孩,http://em.21dtv.com/songs/60024328.mkv
军嫂组合-90后的兵DJ,http://em.21dtv.com/songs/60099765.mkv
花儿乐队-将来的主人,http://em.21dtv.com/songs/60023385.mkv
周觅-距离的拥抱,http://em.21dtv.com/songs/60085312.mkv
陈浩德-借来的美梦(演唱会),http://em.21dtv.com/songs/60083165.mkv
彭建新-借来的美梦(演唱会),http://em.21dtv.com/songs/60023726.mkv
许飞-吉林到北京,http://em.21dtv.com/songs/60022552.mkv
范小倩-借来的爱情,http://em.21dtv.com/songs/60135678.mkv
日京江羽人-几颗小星星,http://em.21dtv.com/songs/60100080.mkv
井柏然+张艺兴-健康动起来,http://em.21dtv.com/songs/60132181.mkv
乱弹阿翔-绝口不再提,http://em.21dtv.com/songs/60024843.mkv
陈百祥-即刻变富豪(演唱会),http://em.21dtv.com/songs/60075958.mkv
王二妮+斯琴格日乐-九九艳阳天,http://em.21dtv.com/songs/60098628.mkv
于文华+尹相杰-九九艳阳天,http://em.21dtv.com/songs/60087251.mkv
刀郎-九九艳阳天,http://em.21dtv.com/songs/60083186.mkv
玖月奇迹-九九艳阳天(演唱会),http://em.21dtv.com/songs/60083185.mkv
刀郎+黄灿-九九艳阳天,http://em.21dtv.com/songs/60069529.mkv
蒋大为-九九艳阳天,http://em.21dtv.com/songs/60067137.mkv
佚名-九九艳阳天,http://em.21dtv.com/songs/60024324.mkv
叶茅+寥莎-九九艳阳天,http://em.21dtv.com/songs/60024323.mkv
宋祖英+吕继宏-九九艳阳天,http://em.21dtv.com/songs/60024322.mkv
尹相杰+于文华-九九艳阳天(演唱会),http://em.21dtv.com/songs/60024321.mkv
阎维文+谭晶-九九艳阳天(演唱会),http://em.21dtv.com/songs/60024320.mkv
佚名-姐姐要出嫁,http://em.21dtv.com/songs/60023645.mkv
陈芬兰-姐姐要出嫁,http://em.21dtv.com/songs/60023644.mkv
伊能静-紧紧拥抱我(无原唱),http://em.21dtv.com/songs/60024125.mkv
黄思婷-紧紧拥抱你,http://em.21dtv.com/songs/60024124.mkv
徐栋-姐姐我知道,http://em.21dtv.com/songs/60120568.mkv
谢雷-惊惊袜着顶(无原唱),http://em.21dtv.com/songs/60079974.mkv
JELLYBEAN-姐姐我喜欢,http://em.21dtv.com/songs/60023643.mkv
黄品冠-就叫我孩子,http://em.21dtv.com/songs/60024601.mkv
刘沛洋-姐姐我爱你,http://em.21dtv.com/songs/60108344.mkv
吴雨霏-句句我爱你,http://em.21dtv.com/songs/60024729.mkv
黎明诗-将今天送上,http://em.21dtv.com/songs/60093572.mkv
宋亦阳-经济适用男,http://em.21dtv.com/songs/60070824.mkv
罗文聪-结局谁人赢,http://em.21dtv.com/songs/60095845.mkv
大雨-究竟谁的错(HD),http://em.21dtv.com/songs/10012756.mkv
杜德伟-拒绝你捆绑(演唱会),http://em.21dtv.com/songs/60024732.mkv
张智霖-借借你肩膀,http://em.21dtv.com/songs/60092621.mkv
陈晓东-借借你肩膊,http://em.21dtv.com/songs/60023721.mkv
陈少华-九九女儿红,http://em.21dtv.com/songs/60024318.mkv
施文彬-间间来泡茶,http://em.21dtv.com/songs/60095577.mkv
FIR-荆棘里的花,http://em.21dtv.com/songs/60024200.mkv
陈伟-嫁就嫁了吧,http://em.21dtv.com/songs/60117321.mkv
夏后-99号弄堂(故事情节),http://em.21dtv.com/songs/60101311.mkv
约书亚乐团-紧紧跟随你,http://em.21dtv.com/songs/60024123.mkv
任盈盈-鸡鸡复鸡鸡,http://em.21dtv.com/songs/60131154.mkv
张杰-街角的祝福,http://em.21dtv.com/songs/60072074.mkv
戴佩妮-街角的祝福,http://em.21dtv.com/songs/60023585.mkv
王铮亮-静静的夜晚,http://em.21dtv.com/songs/60024266.mkv
梁咏琪-紧急的眼泪,http://em.21dtv.com/songs/60024121.mkv
萧敬腾-决绝的信仰,http://em.21dtv.com/songs/60131769.mkv
HAYA乐团-寂静的天空,http://em.21dtv.com/songs/60097669.mkv
佚名-坚决打胜仗,http://em.21dtv.com/songs/60023193.mkv
陈绮贞-静静的生活,http://em.21dtv.com/songs/60024264.mkv
伍佰-街角的蔷薇,http://em.21dtv.com/songs/60023583.mkv
范逸臣-街角的情歌,http://em.21dtv.com/songs/60023584.mkv
佚名-将旧的皮箱(无原唱),http://em.21dtv.com/songs/60023380.mkv
萧亚轩-静静的看你,http://em.21dtv.com/songs/60024263.mkv
萧萧-倔强的坚强,http://em.21dtv.com/songs/60024884.mkv
美黛-静静的黑夜(无原唱),http://em.21dtv.com/songs/60024262.mkv
孙渔-季节的呼唤,http://em.21dtv.com/songs/60121570.mkv
谢采云-静静的河边,http://em.21dtv.com/songs/60088664.mkv
小凤凤-经济大风暴,http://em.21dtv.com/songs/60080709.mkv
明明-寂静的春天,http://em.21dtv.com/songs/60006912.mkv
许慧欣-倔强的背后,http://em.21dtv.com/songs/60024882.mkv
KBShinya-九九八十一,http://em.21dtv.com/songs/60133222.mkv
乐正绫-九九八十一,http://em.21dtv.com/songs/60122464.mkv
西瓜Kune-九九八十一,http://em.21dtv.com/songs/60122103.mkv
刘爽-姐姐不好惹,http://em.21dtv.com/songs/60108351.mkv
刘爽-姐姐不好惹,http://em.21dtv.com/songs/60098149.mkv
薛凯琪-拒绝毕彼特,http://em.21dtv.com/songs/60093127.mkv
储兰兰-京剧宝宝,http://em.21dtv.com/songs/60076153.mkv
黄乙玲+林慧萍-讲乎自己听,http://em.21dtv.com/songs/60023417.mkv
邰枫-讲乎伊知影(无原唱),http://em.21dtv.com/songs/60023416.mkv
媚儿菲菲+后来者-金猴迎新春,http://em.21dtv.com/songs/60119411.mkv
肖飞-解回忆的毒,http://em.21dtv.com/songs/60023665.mkv
南风-江湖兄弟情,http://em.21dtv.com/songs/60087501.mkv
张强-家和万事兴,http://em.21dtv.com/songs/60126880.mkv
云鸽李霞-家和万事兴,http://em.21dtv.com/songs/60109132.mkv
汤浩平-家和万事兴,http://em.21dtv.com/songs/60069498.mkv
苏泉-家和万事兴,http://em.21dtv.com/songs/60068362.mkv
郁钧剑-家和万事兴,http://em.21dtv.com/songs/60023004.mkv
叶胜钦-家和万事兴,http://em.21dtv.com/songs/60023003.mkv
孙悦+郭东林-家和万事兴,http://em.21dtv.com/songs/60023002.mkv
郁钧剑+张也-家和万事兴(演唱会),http://em.21dtv.com/songs/60023001.mkv
方伊琪-家和万事兴(演唱会),http://em.21dtv.com/songs/60023000.mkv
廖昌永-江河万古流,http://em.21dtv.com/songs/60091030.mkv
谭咏麟-酒后吐真言,http://em.21dtv.com/songs/60024430.mkv
蔡小虎+龙千玉-酒后吐真言,http://em.21dtv.com/songs/60024429.mkv
韦唯-金话筒世界,http://em.21dtv.com/songs/60024049.mkv
杜尧-镜花水月情,http://em.21dtv.com/songs/60127072.mkv
邓妙华-讲乎谁来听,http://em.21dtv.com/songs/60066064.mkv
谭咏麟-酒红色的心,http://em.21dtv.com/songs/60024422.mkv
谭咏麟-酒红色的心(演唱会),http://em.21dtv.com/songs/60024421.mkv
谭咏麟-酒红色的心(HD演唱会),http://em.21dtv.com/songs/60024420.mkv
于文华+尹相杰-金猴闹新春,http://em.21dtv.com/songs/60024048.mkv
彭炽权+黎佩仪-劫后梦梅魂(戏曲),http://em.21dtv.com/songs/60092690.mkv
方瑞娥-江湖卖唱生,http://em.21dtv.com/songs/60023335.mkv
王雯-结婚狂想曲,http://em.21dtv.com/songs/60067125.mkv
林志颖-结婚进行曲,http://em.21dtv.com/songs/60076085.mkv
刘德华-结婚进行曲,http://em.21dtv.com/songs/60023620.mkv
4X4-结婚好不好,http://em.21dtv.com/songs/60076084.mkv
4?-结婚好不好,http://em.21dtv.com/songs/60072075.mkv
晨熙-酒后更想你,http://em.21dtv.com/songs/60124021.mkv
晓晓-酒后更想你,http://em.21dtv.com/songs/60102286.mkv
倪尔萍-酒后更想你,http://em.21dtv.com/songs/60068394.mkv
九江天空-酒红的眼泪,http://em.21dtv.com/songs/60105555.mkv
庄学忠-酒后的心声,http://em.21dtv.com/songs/60024426.mkv
王建杰-酒后的心声,http://em.21dtv.com/songs/60024425.mkv
江蕙-酒后的心声,http://em.21dtv.com/songs/60024424.mkv
佚名-江湖的兄弟(探戈),http://em.21dtv.com/songs/60023328.mkv
My Little Airport-菊花的味道,http://em.21dtv.com/songs/60119168.mkv
甄洋-菊花大馒头,http://em.21dtv.com/songs/60102568.mkv
徐若瑄-结婚对不对,http://em.21dtv.com/songs/60091206.mkv
马博-菊花爆满山,http://em.21dtv.com/songs/60108156.mkv
天堂飘雪-菊花爆满山,http://em.21dtv.com/songs/60104900.mkv
马博-菊花爆满山,http://em.21dtv.com/songs/60076195.mkv
赵本水-酒后别驾车,http://em.21dtv.com/songs/60024423.mkv
韩炜+刘惜君-嘉华爱永远,http://em.21dtv.com/songs/60023051.mkv
巫启贤-几乎爱上你,http://em.21dtv.com/songs/60022657.mkv
小沈阳-江湖啊江湖,http://em.21dtv.com/songs/60023327.mkv
余震东-激光中@Downtown Funk,http://em.21dtv.com/songs/60127740.mkv
宿雨涵-金龟子畅想,http://em.21dtv.com/songs/60083166.mkv
欧阳明琪-嫁给有钱人,http://em.21dtv.com/songs/60023169.mkv
佚名-经过一年后,http://em.21dtv.com/songs/60024197.mkv
王涛-嫁给我好吗,http://em.21dtv.com/songs/60068370.mkv
Y.I.Y.O-嫁给我好吗,http://em.21dtv.com/songs/60023166.mkv
程琳-酒干倘卖无,http://em.21dtv.com/songs/60134051.mkv
孙露-酒干倘卖无,http://em.21dtv.com/songs/60119431.mkv
陈迪雅-酒干倘卖无,http://em.21dtv.com/songs/60126408.mkv
汤晶锦-酒干倘卖无,http://em.21dtv.com/songs/60116101.mkv
阿鲁阿卓+程琳-酒干倘卖无,http://em.21dtv.com/songs/60098842.mkv
动力火车-酒干倘卖无,http://em.21dtv.com/songs/60098165.mkv
南方二重唱-酒干倘卖无,http://em.21dtv.com/songs/60097650.mkv
苏芮-酒干淌卖无,http://em.21dtv.com/songs/60091947.mkv
苏珊-酒干倘卖无,http://em.21dtv.com/songs/60088542.mkv
谭锡禧-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60083189.mkv
彭佳慧+顺子-酒干倘卖无,http://em.21dtv.com/songs/60076173.mkv
那英-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60069531.mkv
李丽霞-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60068393.mkv
叶倩文-酒干倘卖无,http://em.21dtv.com/songs/60024407.mkv
苏芮-酒干倘卖无,http://em.21dtv.com/songs/60024406.mkv
女声-酒干倘卖无,http://em.21dtv.com/songs/60024405.mkv
男声-酒干倘卖无,http://em.21dtv.com/songs/60024404.mkv
甄妮-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60024403.mkv
苏芮-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60024402.mkv
迪克牛仔-酒干倘卖无(演唱会),http://em.21dtv.com/songs/60024401.mkv
CT GIRLS-酒干倘卖无(舞曲版),http://em.21dtv.com/songs/60024400.mkv
庾澄庆-酒矸倘卖无,http://em.21dtv.com/songs/60024398.mkv
海峰-嫁给他的钱,http://em.21dtv.com/songs/60076027.mkv
郑进一+安迪+唐从圣-救国神经病,http://em.21dtv.com/songs/60024577.mkv
柳影虹-酒干俏卖无(演唱会),http://em.21dtv.com/songs/60076172.mkv
薛佩洁+张政雄-鸡公弄鸡母,http://em.21dtv.com/songs/60022514.mkv
PINK+NATE RUESS-just give me a reason,http://em.21dtv.com/songs/60073453.mkv
董事长乐团-just give me a chance,http://em.21dtv.com/songs/60003108.mkv
谢雷-酒国好男儿,http://em.21dtv.com/songs/60024413.mkv
河静静+刘冲-嫁个好老公,http://em.21dtv.com/songs/60100270.mkv
河静静-嫁个好老公,http://em.21dtv.com/songs/60086624.mkv
李丽霞+李龙基-金刚飞天钻,http://em.21dtv.com/songs/60092781.mkv
沙莎-嫁给大西北(演唱会),http://em.21dtv.com/songs/60064382.mkv
郑璐-井冈杜鹃红,http://em.21dtv.com/songs/60099531.mkv
李涵-家国春秋路,http://em.21dtv.com/songs/60022998.mkv
林慧萍-结发一辈子,http://em.21dtv.com/songs/60023609.mkv
于海燕-接风洗尘歌(演唱会),http://em.21dtv.com/songs/60070809.mkv
合唱-解放区的天(军旅),http://em.21dtv.com/songs/60090798.mkv
佚名-解放区的天,http://em.21dtv.com/songs/60023664.mkv
张羽伟+焦炭乐团-九份好去玩,http://em.21dtv.com/songs/60024304.mkv
罗文-疾风的岁月,http://em.21dtv.com/songs/60022622.mkv
解晓东-今儿真高兴,http://em.21dtv.com/songs/60088629.mkv
解晓东-今儿个高兴,http://em.21dtv.com/songs/60023739.mkv
原始林合唱团-饥饿的灵魂,http://em.21dtv.com/songs/60089198.mkv
古璇-记得昨日情,http://em.21dtv.com/songs/60022705.mkv
刘德华-绝对在乎你(HD),http://em.21dtv.com/songs/10012637.mkv
刘德华-绝对在乎你,http://em.21dtv.com/songs/60092360.mkv
刘德华-绝对在乎您,http://em.21dtv.com/songs/60024838.mkv
刘德华-绝对在乎您(演唱会),http://em.21dtv.com/songs/60024837.mkv
望海高歌-记得咱的家,http://em.21dtv.com/songs/60133777.mkv
寒武纪-几度烟雨浓,http://em.21dtv.com/songs/60116735.mkv
安俐娜-记得要幸福,http://em.21dtv.com/songs/60106778.mkv
陈虎-记得有我在,http://em.21dtv.com/songs/60080456.mkv
S.H.E-记得要忘记,http://em.21dtv.com/songs/60022704.mkv
高胜美-几度又几度,http://em.21dtv.com/songs/60022642.mkv
谢安琪-鸡蛋与羔羊,http://em.21dtv.com/songs/60104436.mkv
陈大天-决定一个人,http://em.21dtv.com/songs/60130834.mkv
陈大天-决定一个人,http://em.21dtv.com/songs/60129728.mkv
陈文浩-静等一份缘,http://em.21dtv.com/songs/60024259.mkv
中国娃娃-加多一点点,http://em.21dtv.com/songs/60022957.mkv
刘韵-加多一点点(演唱会),http://em.21dtv.com/songs/60022956.mkv
袁小迪+吴淑敏-决定欲爱你(无原唱),http://em.21dtv.com/songs/60024780.mkv
庾澄庆-决定要爱你,http://em.21dtv.com/songs/60024779.mkv
叶振棠-几度夕阳红,http://em.21dtv.com/songs/60092433.mkv
青山+吕珊-几度夕阳红(演唱会),http://em.21dtv.com/songs/60083106.mkv
陈浩德-几度夕阳红(演唱会),http://em.21dtv.com/songs/60075965.mkv
佚名-几度夕阳红,http://em.21dtv.com/songs/60022640.mkv
青山-几度夕阳红(演唱会),http://em.21dtv.com/songs/60022639.mkv
佚名-几度夕阳红(无原唱),http://em.21dtv.com/songs/60022638.mkv
潘越云-几度夕阳红(无原唱),http://em.21dtv.com/songs/60022637.mkv
禁毒宣传片-禁毒宣传片,http://em.21dtv.com/songs/60090102.mkv
罗相宜-简单 我喜欢,http://em.21dtv.com/songs/60076036.mkv
罗相宜-简单我喜欢,http://em.21dtv.com/songs/60066060.mkv
王子月-决定忘记你,http://em.21dtv.com/songs/60103439.mkv
由美+颖义-记得我的爱,http://em.21dtv.com/songs/60101144.mkv
邬祯琳-记得我爱你,http://em.21dtv.com/songs/60075967.mkv
周渝民-记得我爱你,http://em.21dtv.com/songs/60022698.mkv
光良-记得我爱你,http://em.21dtv.com/songs/60022697.mkv
刘若英-决定(双语种),http://em.21dtv.com/songs/60024778.mkv
风雷-剪刀石头布,http://em.21dtv.com/songs/60115530.mkv
方小菲-剪刀石头布,http://em.21dtv.com/songs/60068373.mkv
郭美美-剪刀石头布,http://em.21dtv.com/songs/60023237.mkv
杜奕衡-剪刀石头布,http://em.21dtv.com/songs/60023236.mkv
520女子演唱组-剪刀石头布,http://em.21dtv.com/songs/60023235.mkv
汤宝如-绝对是个梦,http://em.21dtv.com/songs/60024835.mkv
卢巧音-静待你影踪(无原唱),http://em.21dtv.com/songs/60092390.mkv
童安格+周治平-记得那首歌,http://em.21dtv.com/songs/60022691.mkv
马力+常艾菲-就等你来爱,http://em.21dtv.com/songs/60076184.mkv
新宝岛康乐队+赵咏华-惊到没代志,http://em.21dtv.com/songs/60126947.mkv
阿毛-决定离开你,http://em.21dtv.com/songs/60083202.mkv
龙智祥+吕雅芬-姐弟恋很好,http://em.21dtv.com/songs/60097610.mkv
龙智祥-姐弟恋很好,http://em.21dtv.com/songs/60086631.mkv
张道儒-记得离别前,http://em.21dtv.com/songs/60097520.mkv
卢胜林-祭奠快乐轨,http://em.21dtv.com/songs/60121473.mkv
