MV,#genre#
王心凌-恋爱节奏,http://em.21dtv.com/songs/60027017.mkv
阿澄佳奈-初めて恋をした记忆,http://em.21dtv.com/songs/60100551.mkv
张克帆-恋爱假期(无原唱),http://em.21dtv.com/songs/60027014.mkv
江志丰-恋爱季节,http://em.21dtv.com/songs/60081331.mkv
草蜢-恋爱结局,http://em.21dtv.com/songs/60027018.mkv
张爽-恋爱季节,http://em.21dtv.com/songs/60027013.mkv
谢坤达+YUMMY-恋爱季节,http://em.21dtv.com/songs/60027012.mkv
张国荣-恋爱交叉(演唱会),http://em.21dtv.com/songs/60027015.mkv
丝小诺-恋爱花语,http://em.21dtv.com/songs/60085379.mkv
余天-泪爱河桥(无原唱),http://em.21dtv.com/songs/60026507.mkv
王菀之-柳暗花明(演唱会),http://em.21dtv.com/songs/60105260.mkv
邰正宵-柳暗花明,http://em.21dtv.com/songs/60097342.mkv
尚雯婕-柳暗花明,http://em.21dtv.com/songs/60079977.mkv
王菀之-柳暗花明,http://em.21dtv.com/songs/60061377.mkv
卓依婷-柳暗花明,http://em.21dtv.com/songs/60027760.mkv
曾庆瑜-柳暗花明,http://em.21dtv.com/songs/60027759.mkv
钟sir-恋爱幻觉,http://em.21dtv.com/songs/60116315.mkv
G.BARLOW-love aint here anymore,http://em.21dtv.com/songs/60003507.mkv
温兆伦-恋爱故事,http://em.21dtv.com/songs/60027011.mkv
官恩娜-恋爱革命,http://em.21dtv.com/songs/60027009.mkv
KYLIE MINOGUE-love at first sight,http://em.21dtv.com/songs/60003509.mkv
林忆莲-恋爱疯狂,http://em.21dtv.com/songs/60091452.mkv
新疆民歌-恋爱的人,http://em.21dtv.com/songs/60089914.mkv
罗志祥+徐熙娣-恋爱达人,http://em.21dtv.com/songs/60026997.mkv
李蕙敏-恋爱动词,http://em.21dtv.com/songs/60027008.mkv
冰淇淋少女组-恋爱登场,http://em.21dtv.com/songs/60027007.mkv
张惠妹-离爱出走(演唱会),http://em.21dtv.com/songs/60026634.mkv
周深-临安初雨,http://em.21dtv.com/songs/60128905.mkv
520女子演唱组-恋爱草莓,http://em.21dtv.com/songs/60026995.mkv
萧亚轩-留爱查看,http://em.21dtv.com/songs/60104397.mkv
侧田-恋爱初歌,http://em.21dtv.com/songs/60070878.mkv
沙宝亮-离爱不远,http://em.21dtv.com/songs/60133925.mkv
张宇-离爱不远（我是歌手第二期）,http://em.21dtv.com/songs/60096272.mkv
朱克-离爱不远,http://em.21dtv.com/songs/60081535.mkv
黄大炜-离爱不远(演唱会),http://em.21dtv.com/songs/60026633.mkv
成云刚+王星星-恋爱报告,http://em.21dtv.com/songs/60076409.mkv
伊藤由奈-恋はgroovyx2,http://em.21dtv.com/songs/60026985.mkv
邓丽君-乱されて(演唱会),http://em.21dtv.com/songs/60027984.mkv
那英-苦中作乐,http://em.21dtv.com/songs/60025650.mkv
许志安-苦中作乐(演唱会),http://em.21dtv.com/songs/60025649.mkv
董文华-孔子之歌,http://em.21dtv.com/songs/60025507.mkv
张柏芝-夸张一夜,http://em.21dtv.com/songs/60025658.mkv
二牛-喀左夜色,http://em.21dtv.com/songs/60080953.mkv
王理想-哭着想你,http://em.21dtv.com/songs/60101140.mkv
