MV,#genre#
心然-如忆玉儿曲,http://em.21dtv.com/songs/60068635.mkv
张艾莉(凤娘)-阮犹原爱你,http://em.21dtv.com/songs/60133691.mkv
邰正宵-任意幸福门,http://em.21dtv.com/songs/60088748.mkv
佚名-日月算抹合(无原唱),http://em.21dtv.com/songs/60095421.mkv
李明洋+张蓉蓉-日月若相逢,http://em.21dtv.com/songs/60036679.mkv
吴若希-若要人不知,http://em.21dtv.com/songs/60105700.mkv
吴若希-若要人不知,http://em.21dtv.com/songs/60077441.mkv
王杰-若要人不知,http://em.21dtv.com/songs/60037123.mkv
群星-闰月闰爱情,http://em.21dtv.com/songs/60037096.mkv
高少华-让一切随风,http://em.21dtv.com/songs/60124722.mkv
杨子-让一切随风,http://em.21dtv.com/songs/60101114.mkv
陈慧娴-让一切随风,http://em.21dtv.com/songs/60100587.mkv
罗敏庄+杜雯惠-让一切随风(演唱会),http://em.21dtv.com/songs/60077335.mkv
钟镇涛-让一切随风,http://em.21dtv.com/songs/60036212.mkv
钟镇涛-让一切随风(演唱会),http://em.21dtv.com/songs/60036211.mkv
林翠萍-日夜盼郎归,http://em.21dtv.com/songs/60088120.mkv
涓子-让音乐飘香,http://em.21dtv.com/songs/60119777.mkv
BEE GEES-rest your love on me,http://em.21dtv.com/songs/60004656.mkv
林于雯-如烟介往事,http://em.21dtv.com/songs/60095642.mkv
童丽-人约黄昏后,http://em.21dtv.com/songs/60077365.mkv
邓丽君-人约黄昏后,http://em.21dtv.com/songs/60036476.mkv
陈雷-阮欲返来去,http://em.21dtv.com/songs/60037085.mkv
郑知文-人妖的忠诚,http://em.21dtv.com/songs/60126281.mkv
柯有伦+黄义达-荣耀的一天,http://em.21dtv.com/songs/60036684.mkv
南拳妈妈-人鱼的眼泪,http://em.21dtv.com/songs/60036472.mkv
林俊杰-人鱼的眼泪,http://em.21dtv.com/songs/60036471.mkv
高凌风-入夜的台北(无原唱),http://em.21dtv.com/songs/60037048.mkv
MILKY BUNNY-ナミダソラ,http://em.21dtv.com/songs/60074249.mkv
ステレオポニー-ありがとう,http://em.21dtv.com/songs/60074217.mkv
JUJU-ありがとう,http://em.21dtv.com/songs/60074216.mkv
関ジャニ∞-あおっぱな,http://em.21dtv.com/songs/60074213.mkv
EVERY LITTLE THING-アイガアル,http://em.21dtv.com/songs/60074211.mkv
阿权-瑞雪兆丰年,http://em.21dtv.com/songs/60119001.mkv
向上-瑞雪兆丰年,http://em.21dtv.com/songs/60064815.mkv
群星-让心勇敢飞,http://em.21dtv.com/songs/60036209.mkv
刘欢-人心无穷大,http://em.21dtv.com/songs/60089170.mkv
胡小宝-让心死一回,http://em.21dtv.com/songs/60036208.mkv
杨丽-热线你和我,http://em.21dtv.com/songs/60085640.mkv
钟伟-热线你和我,http://em.21dtv.com/songs/60036289.mkv
芭比-热线你和我,http://em.21dtv.com/songs/60036288.mkv
刘文正-热线你和我(无原唱),http://em.21dtv.com/songs/60036287.mkv
赵倍誉-日想瞑也想(无原唱),http://em.21dtv.com/songs/60036666.mkv
MP魔幻力量-让我罩着你,http://em.21dtv.com/songs/60061533.mkv
林淑蓉-让我自己走,http://em.21dtv.com/songs/60036201.mkv
宋岳庭-让我自己飞,http://em.21dtv.com/songs/60036200.mkv
张芸京-让我照顾你,http://em.21dtv.com/songs/60036197.mkv
五月天-让我照顾你,http://em.21dtv.com/songs/60036196.mkv
谭晶+范竞马-让我拥有你,http://em.21dtv.com/songs/60036187.mkv
JESSE MCCARTNEY-right where you want me,http://em.21dtv.com/songs/60004684.mkv
