MV,#genre#
张惠妹-听海,http://em.21dtv.com/songs/60042538.mkv
张学友-听海(演唱会),http://em.21dtv.com/songs/60042537.mkv
张惠妹-听海(演唱会),http://em.21dtv.com/songs/60042536.mkv
叶倩文-听海(演唱会),http://em.21dtv.com/songs/60042535.mkv
林利-听海(演唱会),http://em.21dtv.com/songs/60042534.mkv
ZARAHN-跳海,http://em.21dtv.com/songs/60042434.mkv
S.H.E-天灰,http://em.21dtv.com/songs/60041868.mkv
李健-天狐(演唱会),http://em.21dtv.com/songs/60041860.mkv
陈势安-天后,http://em.21dtv.com/songs/60041859.mkv
汪明荃-天虹(演唱会),http://em.21dtv.com/songs/60041858.mkv
阿杜-天黑,http://em.21dtv.com/songs/60041844.mkv
陈慧琳-替换,http://em.21dtv.com/songs/60041711.mkv
黑豹乐队-体会,http://em.21dtv.com/songs/60041700.mkv
陈慧琳-体会,http://em.21dtv.com/songs/60041699.mkv
陈慧琳-体会(演唱会),http://em.21dtv.com/songs/60041698.mkv
许茹芸-讨好,http://em.21dtv.com/songs/60041619.mkv
张洪量-昙花,http://em.21dtv.com/songs/60041430.mkv
许美静-昙花,http://em.21dtv.com/songs/60041429.mkv
古巨基-昙花,http://em.21dtv.com/songs/60041428.mkv
PHIL COLLINS-two hearts,http://em.21dtv.com/songs/60005970.mkv
田馥甄-to hebe,http://em.21dtv.com/songs/60005828.mkv
佚名-tell him,http://em.21dtv.com/songs/60005481.mkv
THE EXCITERS-tell him,http://em.21dtv.com/songs/60005480.mkv
CELINE DION+BARBARA-tell him,http://em.21dtv.com/songs/60005479.mkv
侧田-停格,http://em.21dtv.com/songs/60134895.mkv
郑迦文-停格,http://em.21dtv.com/songs/60124570.mkv
金范秀-通过,http://em.21dtv.com/songs/60120044.mkv
C AllStar-天光,http://em.21dtv.com/songs/60113139.mkv
蔡健雅-停格,http://em.21dtv.com/songs/60109611.mkv
段红-痛过,http://em.21dtv.com/songs/60109480.mkv
高维那-糖果,http://em.21dtv.com/songs/60077832.mkv
NOISETTES-that girl,http://em.21dtv.com/songs/60073994.mkv
ALYSSA REID-the game,http://em.21dtv.com/songs/60070406.mkv
何晟铭-唐歌,http://em.21dtv.com/songs/60069863.mkv
张韶涵-that girl,http://em.21dtv.com/songs/60067993.mkv
张倾城-脱光,http://em.21dtv.com/songs/60064989.mkv
周柏豪-天光,http://em.21dtv.com/songs/60064959.mkv
吴淑敏+梅东生+简语卉-天光,http://em.21dtv.com/songs/60064958.mkv
PHARRELL-that girl,http://em.21dtv.com/songs/60063763.mkv
G NA-top girl(HD高清),http://em.21dtv.com/songs/60062031.mkv
方文琳-脱轨,http://em.21dtv.com/songs/60043015.mkv
金范洙-通过,http://em.21dtv.com/songs/60042642.mkv
詹雅雯+詹雅云-听歌,http://em.21dtv.com/songs/60042531.mkv
张智霖-天国(无原唱),http://em.21dtv.com/songs/60041834.mkv
关淑怡-天规,http://em.21dtv.com/songs/60041833.mkv
关淑怡-天规(演唱会),http://em.21dtv.com/songs/60041832.mkv
施文彬-天光,http://em.21dtv.com/songs/60041830.mkv
后弦-踢馆,http://em.21dtv.com/songs/60041681.mkv
蓝心湄-糖果,http://em.21dtv.com/songs/60041510.mkv
高娜-糖果,http://em.21dtv.com/songs/60041509.mkv
CALVIN HARRIS-the girls,http://em.21dtv.com/songs/60005597.mkv
KENNY ROGERS-the gambler,http://em.21dtv.com/songs/60005593.mkv
佚名-ten guitars,http://em.21dtv.com/songs/60005502.mkv
DETAIL+LIL WAYNE+T P-tattoo girl,http://em.21dtv.com/songs/60005464.mkv
唐嫣+罗晋-天赋,http://em.21dtv.com/songs/60128923.mkv
Free Party-颓废,http://em.21dtv.com/songs/60116447.mkv
黄菲菲-台疯,http://em.21dtv.com/songs/60115552.mkv
YLVIS-the fox,http://em.21dtv.com/songs/60086371.mkv
JAKE BUGG-two fingers,http://em.21dtv.com/songs/60082377.mkv
DJ FRESH+RAVAUGHN-the feeling,http://em.21dtv.com/songs/60074005.mkv
许廷铿-逃犯,http://em.21dtv.com/songs/60061620.mkv
BEAST-the fact,http://em.21dtv.com/songs/60060926.mkv
王菲-推翻,http://em.21dtv.com/songs/60042975.mkv
许茹芸-头发,http://em.21dtv.com/songs/60042872.mkv
费玉清-挑夫,http://em.21dtv.com/songs/60042421.mkv
刘晏维-天赋,http://em.21dtv.com/songs/60041813.mkv
吴梵-逃犯,http://em.21dtv.com/songs/60041547.mkv
许嵩-叹服,http://em.21dtv.com/songs/60041467.mkv
台风-台风,http://em.21dtv.com/songs/60041262.mkv
GEORGE MICHAEL-too funky,http://em.21dtv.com/songs/60005874.mkv
俞思远+B.I.Z乐团-together forever,http://em.21dtv.com/songs/60005847.mkv
佚名-together forever,http://em.21dtv.com/songs/60005846.mkv
THE B.C.52'S-the flintstones,http://em.21dtv.com/songs/60005590.mkv
LILY ALLEN-the fear,http://em.21dtv.com/songs/60005584.mkv
猴子飞行员-Television&Internet,http://em.21dtv.com/songs/60128205.mkv
MARTINA MCBRIDE-Teenage Daughters,http://em.21dtv.com/songs/60099680.mkv
周笔畅-天鹅,http://em.21dtv.com/songs/60041809.mkv
王雪晶+小妮妮-天鳄,http://em.21dtv.com/songs/60011375.mkv
BILLY JOEL-the entertainer,http://em.21dtv.com/songs/60005581.mkv
李琳-the end,http://em.21dtv.com/songs/60005579.mkv
安九+叶里-天地,http://em.21dtv.com/songs/60135116.mkv
卫兰-天敌,http://em.21dtv.com/songs/60133443.mkv
杨宗纬-天灯,http://em.21dtv.com/songs/60116028.mkv
孙露-太多,http://em.21dtv.com/songs/60115811.mkv
徐子崴-天地,http://em.21dtv.com/songs/60110221.mkv
萧敬腾-天敌,http://em.21dtv.com/songs/60106241.mkv
萧敬腾-天敌,http://em.21dtv.com/songs/60104399.mkv
关喆-态度,http://em.21dtv.com/songs/60103890.mkv
陈一凡-偷渡,http://em.21dtv.com/songs/60095123.mkv
罗百吉+宝贝-跳电,http://em.21dtv.com/songs/60086884.mkv
JASON DERULO+2 CHAINZ-talk dirty,http://em.21dtv.com/songs/60086370.mkv
林俊逸-天灯,http://em.21dtv.com/songs/60085774.mkv
泳儿-通电,http://em.21dtv.com/songs/60083928.mkv
DOUBLEX2-态度,http://em.21dtv.com/songs/60083868.mkv
WESTLIFE-the dance(演唱会),http://em.21dtv.com/songs/60082357.mkv
歌浴森-停电,http://em.21dtv.com/songs/60080517.mkv
黄文星-天地,http://em.21dtv.com/songs/60079874.mkv
FAIRIES-tweet dream,http://em.21dtv.com/songs/60074078.mkv
刘伊心-态度,http://em.21dtv.com/songs/60072439.mkv
FOO FIGHTERS-these days,http://em.21dtv.com/songs/60065707.mkv
杜德伟-脱掉,http://em.21dtv.com/songs/60043014.mkv
大哲-偷渡,http://em.21dtv.com/songs/60042824.mkv
严淑明-通牒,http://em.21dtv.com/songs/60042641.mkv
金莎-停电,http://em.21dtv.com/songs/60042627.mkv
陈小春+黄馨-停电,http://em.21dtv.com/songs/60042626.mkv
林子良-跳电,http://em.21dtv.com/songs/60042432.mkv
梁朝伟-挑逗,http://em.21dtv.com/songs/60042420.mkv
芭比-挑动,http://em.21dtv.com/songs/60042419.mkv
梁静茹-天灯,http://em.21dtv.com/songs/60041783.mkv
单紫宁-替代,http://em.21dtv.com/songs/60041710.mkv
辛隆-太多,http://em.21dtv.com/songs/60041310.mkv
陈绮贞-太多,http://em.21dtv.com/songs/60041309.mkv
陈冠蒲-太多,http://em.21dtv.com/songs/60041308.mkv
蔡健雅-太多,http://em.21dtv.com/songs/60041307.mkv
伍思凯-the day(演唱会),http://em.21dtv.com/songs/60005572.mkv
NATALIE IMBRUGLL-that day,http://em.21dtv.com/songs/60005518.mkv
刘泽辰-唐彩,http://em.21dtv.com/songs/60133411.mkv
钟SIR-天秤,http://em.21dtv.com/songs/60127519.mkv
毛方圆-天才,http://em.21dtv.com/songs/60121851.mkv
林俊杰-弹唱,http://em.21dtv.com/songs/60118718.mkv
AJ-陶瓷,http://em.21dtv.com/songs/60116431.mkv
雷佳-踏春,http://em.21dtv.com/songs/60106442.mkv
免贵姓谢-同窗,http://em.21dtv.com/songs/60104797.mkv
彭莉-田衝,http://em.21dtv.com/songs/60086881.mkv
容祖儿-天窗,http://em.21dtv.com/songs/60083882.mkv
虞舜琳-踏春,http://em.21dtv.com/songs/60083863.mkv
刘若英-跳车,http://em.21dtv.com/songs/60080225.mkv
童丽-同窗,http://em.21dtv.com/songs/60077960.mkv
LONELY ISLAND+NICKI MINAJ-the creep,http://em.21dtv.com/songs/60074004.mkv
MADEON-the city,http://em.21dtv.com/songs/60074003.mkv
黄宗泽-太错,http://em.21dtv.com/songs/60071167.mkv
糖兄妹-take care(演唱会),http://em.21dtv.com/songs/60069145.mkv
ALEX CLARE-too close,http://em.21dtv.com/songs/60066741.mkv
DRAKE+RIHANNA-take care,http://em.21dtv.com/songs/60066728.mkv
李玉刚-天池(演唱会),http://em.21dtv.com/songs/60061626.mkv
刘惜君-退出,http://em.21dtv.com/songs/60042978.mkv
