MV,#genre#
胡杨林-多情种,http://em.21dtv.com/songs/60071901.mkv
优客李林-多情种,http://em.21dtv.com/songs/60016179.mkv
张凤凤-大清早,http://em.21dtv.com/songs/60014104.mkv
佚名-大清早,http://em.21dtv.com/songs/60014103.mkv
白冰冰-多情雨,http://em.21dtv.com/songs/60132763.mkv
万一-断情缘,http://em.21dtv.com/songs/60119222.mkv
张雨锋-断情药,http://em.21dtv.com/songs/60015945.mkv
温岚-道歉信,http://em.21dtv.com/songs/60101428.mkv
黄鸿升-大确幸,http://em.21dtv.com/songs/60093751.mkv
新宝岛康乐队-多情兄(演唱会),http://em.21dtv.com/songs/60016175.mkv
詹雅雯-断情线,http://em.21dtv.com/songs/60015944.mkv
刘梦涵-断情线(无原唱),http://em.21dtv.com/songs/60015943.mkv
佚名-点秋香,http://em.21dtv.com/songs/60015316.mkv
邰正宵-单情弦,http://em.21dtv.com/songs/60014355.mkv
谭晶-断桥问,http://em.21dtv.com/songs/60122128.mkv
薛松-大晴天,http://em.21dtv.com/songs/60124448.mkv
汪峰-大桥上,http://em.21dtv.com/songs/60102449.mkv
陈随意-断情丝,http://em.21dtv.com/songs/60075246.mkv
杜春梅-党旗颂,http://em.21dtv.com/songs/60070624.mkv
刘依纯-断情诗,http://em.21dtv.com/songs/60068230.mkv
龙千玉-多情人,http://em.21dtv.com/songs/60136046.mkv
王中平-多情人,http://em.21dtv.com/songs/60115283.mkv
侯奇才-地球人,http://em.21dtv.com/songs/60064131.mkv
张学友-地球人(演唱会),http://em.21dtv.com/songs/60015110.mkv
佚名-等情人,http://em.21dtv.com/songs/60015026.mkv
安瑞兮-大圈圈,http://em.21dtv.com/songs/60082783.mkv
詹雅雯-断情湶,http://em.21dtv.com/songs/60078410.mkv
二人转+闫学晶+董宝贵-打秋千,http://em.21dtv.com/songs/60070612.mkv
莲歌子-大千忏,http://em.21dtv.com/songs/60069322.mkv
吴莫愁+马薇薇+范湉湉+肖骁+艾力-大奇葩,http://em.21dtv.com/songs/60112572.mkv
枭郡-等千年,http://em.21dtv.com/songs/60100230.mkv
童安格-第七年,http://em.21dtv.com/songs/60015199.mkv
张钧喻-等千年,http://em.21dtv.com/songs/60015024.mkv
阿郞-等千年,http://em.21dtv.com/songs/60015023.mkv
刘伟-断桥梦,http://em.21dtv.com/songs/60105629.mkv
梁海洋-动起来,http://em.21dtv.com/songs/60115249.mkv
茜拉班级-动起来(现场版),http://em.21dtv.com/songs/60103539.mkv
才让措-断桥泪,http://em.21dtv.com/songs/60097081.mkv
苏青山-等情郎,http://em.21dtv.com/songs/60082833.mkv
林忆莲-躲起来(演唱会),http://em.21dtv.com/songs/60016253.mkv
