MV,#genre#
王星策-想着你的每一天,http://em.21dtv.com/songs/60110399.mkv
洛天依-旋转木马转啊转,http://em.21dtv.com/songs/60100273.mkv
梁咏琪-旋转木马的终端,http://em.21dtv.com/songs/60092892.mkv
李胜基-现在开始我爱你,http://em.21dtv.com/songs/60086974.mkv
崔秀丽-寻找快乐的意义,http://em.21dtv.com/songs/60132413.mkv
黄品冠-现在就想见的人(演唱会),http://em.21dtv.com/songs/60048521.mkv
回音哥-寻找和你的未来,http://em.21dtv.com/songs/60132315.mkv
周雅芳-心中甘有阮的名(无原唱),http://em.21dtv.com/songs/60020559.mkv
曾敏-心中的太阳月亮,http://em.21dtv.com/songs/60104182.mkv
庞龙-心中的太阳月亮,http://em.21dtv.com/songs/60050747.mkv
姬长乐-学着大哥做大哥,http://em.21dtv.com/songs/60103191.mkv
泽仁伍波-心中的次仁拉姆,http://em.21dtv.com/songs/60121867.mkv
周华健-现在才说我爱你,http://em.21dtv.com/songs/60048511.mkv
大军-想在城里安个家,http://em.21dtv.com/songs/60071320.mkv
胡雪盟-心中不能没有你,http://em.21dtv.com/songs/60088501.mkv
刘德华+关之琳-心中爱你口难言,http://em.21dtv.com/songs/60050723.mkv
宋祖英-相约在月圆时节,http://em.21dtv.com/songs/60048888.mkv
汪峰-信仰在空中飘扬(演唱会),http://em.21dtv.com/songs/60051024.mkv
胡松华-小鸭子和罂粟花,http://em.21dtv.com/songs/60049856.mkv
古敏倩-喜羊羊与灰太狼,http://em.21dtv.com/songs/60090782.mkv
李琦-悬崖,http://em.21dtv.com/songs/60125713.mkv
张信哲+敖登高娃-信仰,http://em.21dtv.com/songs/60123913.mkv
王宏伟-相依相伴的高原,http://em.21dtv.com/songs/60048865.mkv
佚名-夕阳问你在那里,http://em.21dtv.com/songs/60047869.mkv
东方依依+长春虫子-想要问你为什么,http://em.21dtv.com/songs/60126571.mkv
流氓阿德-写一首幸福的歌,http://em.21dtv.com/songs/60112076.mkv
马念先-写一首情歌给我(演唱会),http://em.21dtv.com/songs/60050021.mkv
刘昊-下雨时你在哪里,http://em.21dtv.com/songs/60081084.mkv
龙影云-写一首歌祝福你,http://em.21dtv.com/songs/60122318.mkv
刘超华-写一首歌送给你,http://em.21dtv.com/songs/60087428.mkv
极泷-香烟烧到手指头,http://em.21dtv.com/songs/60078610.mkv
大巴山民歌团-香韵前河三千年,http://em.21dtv.com/songs/60132330.mkv
杨茜茜+张迪-香韵前河三千年,http://em.21dtv.com/songs/60108610.mkv
蔡琴-香烟迷濛了眼睛,http://em.21dtv.com/songs/60088605.mkv
蔡琴-香烟迷蒙了眼睛,http://em.21dtv.com/songs/60048957.mkv
杨幂-需要恋爱的夏天,http://em.21dtv.com/songs/60061792.mkv
潘七魁-相遇就像梦一场,http://em.21dtv.com/songs/60133957.mkv
马浚伟-幸运就是遇到您,http://em.21dtv.com/songs/60051417.mkv
梁玉嵘-浔阳江上浔阳月(戏曲),http://em.21dtv.com/songs/60092918.mkv
庄孝纬+张菱-想要甲你同枕头,http://em.21dtv.com/songs/60049276.mkv
王菲菲+沙宝亮-逍遥江湖鸳鸯剑,http://em.21dtv.com/songs/60106142.mkv
沙宝亮+王菲菲-逍遥江湖鸳鸯剑(演唱会),http://em.21dtv.com/songs/60078673.mkv
温博-雪域高原一抹绿,http://em.21dtv.com/songs/60078979.mkv
张地-新杨过与小龙女,http://em.21dtv.com/songs/60050978.mkv
陈妃平-想一个人多么苦,http://em.21dtv.com/songs/60049286.mkv
根呷-雪域儿子的希望,http://em.21dtv.com/songs/60088136.mkv
佚名-小雨打在我身上,http://em.21dtv.com/songs/60049884.mkv
刘文正-小雨打在我身上(无原唱),http://em.21dtv.com/songs/60049883.mkv
池宇菲-想要唱歌乎你听,http://em.21dtv.com/songs/60113778.mkv
王宝强-乡下住着咱爹妈,http://em.21dtv.com/songs/60048581.mkv
佚名-雄心壮志冲云天,http://em.21dtv.com/songs/60051481.mkv
童安格-谢谢最深爱的你,http://em.21dtv.com/songs/60050096.mkv
毛宁-谢谢最深爱的你(演唱会),http://em.21dtv.com/songs/60050095.mkv
陈奕迅-相信自己无限极,http://em.21dtv.com/songs/60078593.mkv
佚名-星星摇着银铃铛,http://em.21dtv.com/songs/60125137.mkv
甄妮-小小一个小女人,http://em.21dtv.com/songs/60049831.mkv
侃侃-小小羊儿要回家,http://em.21dtv.com/songs/60086996.mkv
方伊琪-小小羊儿要回家(演唱会),http://em.21dtv.com/songs/60078734.mkv
张俐敏-小小羊儿要回家,http://em.21dtv.com/songs/60049830.mkv
佚名-小小羊儿要回家,http://em.21dtv.com/songs/60049829.mkv
谭维维-星星,http://em.21dtv.com/songs/60119983.mkv
苟乃鹏+任贤齐-小小,http://em.21dtv.com/songs/60109596.mkv
苟乃鹏-小小,http://em.21dtv.com/songs/60109595.mkv
潭明丽-潇湘山水都是歌,http://em.21dtv.com/songs/60128188.mkv
戚薇-仙侠世界之错过,http://em.21dtv.com/songs/60078552.mkv
李淑勒+梁耀安-心想事成贺新年,http://em.21dtv.com/songs/60089960.mkv
杨培安-谢谢让我爱上你,http://em.21dtv.com/songs/60050088.mkv
梁咏琪-谢谢你这些日子,http://em.21dtv.com/songs/60050078.mkv
冯敏-相信你也在感觉,http://em.21dtv.com/songs/60048841.mkv
金山-谢谢你我的爱人,http://em.21dtv.com/songs/60096519.mkv
董璇+高云翔-谢谢你我的爱人,http://em.21dtv.com/songs/60068855.mkv
雷启飞-谢谢你我的爱人,http://em.21dtv.com/songs/60067649.mkv
牛朝阳-谢谢你让我爱你,http://em.21dtv.com/songs/60050072.mkv
宋祖英-谢谢你人民警察,http://em.21dtv.com/songs/60050074.mkv
黄钰龙-谢谢你如此爱我,http://em.21dtv.com/songs/60061768.mkv
黄心懋-谢谢你陪我吃苦,http://em.21dtv.com/songs/60050068.mkv
云菲菲+喜波-谢谢你能嫁给我,http://em.21dtv.com/songs/60101886.mkv
李雪莱-谢谢你看我比赛,http://em.21dtv.com/songs/60127067.mkv
王碎林-谢谢你还爱着我,http://em.21dtv.com/songs/60124270.mkv
杨昭-谢谢你给的一切,http://em.21dtv.com/songs/60086038.mkv
宇桐非-谢谢你给的温柔,http://em.21dtv.com/songs/60070071.mkv
严热-谢谢你给的伤害,http://em.21dtv.com/songs/60131138.mkv
佚名-谢谢你常记得我,http://em.21dtv.com/songs/60050050.mkv
邓丽君-谢谢你常记得我,http://em.21dtv.com/songs/60050049.mkv
江湖哥-谢谢妹妹你爱我,http://em.21dtv.com/songs/60132671.mkv
江湖哥-谢谢妹妹你爱我,http://em.21dtv.com/songs/60128157.mkv
佚名-学习雷锋好榜样,http://em.21dtv.com/songs/60051662.mkv
童唱-学习雷锋好榜样,http://em.21dtv.com/songs/60051661.mkv
侯旭-学习雷锋好榜样,http://em.21dtv.com/songs/60051660.mkv
刘向圆-学习雷锋好榜样,http://em.21dtv.com/songs/60072677.mkv
徐誉滕-星星和我睡不着,http://em.21dtv.com/songs/60051114.mkv
卓依婷-嘻嘻哈哈接财神,http://em.21dtv.com/songs/60048056.mkv
卓依婷-嘻嘻哈哈过新年,http://em.21dtv.com/songs/60078511.mkv
吴依琳-嘻嘻哈哈过新年,http://em.21dtv.com/songs/60078510.mkv
佚名-嘻嘻哈哈过新年,http://em.21dtv.com/songs/60048055.mkv
讦谯龙-嘻嘻哈哈过生日,http://em.21dtv.com/songs/60048054.mkv
苏芮-休息工作再工作,http://em.21dtv.com/songs/60051497.mkv
徐菲琳-小幸福[DJ],http://em.21dtv.com/songs/60115183.mkv
李建科-新新的中国士兵(演唱会),http://em.21dtv.com/songs/60067666.mkv
富博洋-徐徐道来话北京,http://em.21dtv.com/songs/60112643.mkv
汪洋-XX的高中时代,http://em.21dtv.com/songs/60110334.mkv
周星星-星星代表我的心,http://em.21dtv.com/songs/60108392.mkv
佚名-心想唱歌就唱歌,http://em.21dtv.com/songs/60050638.mkv
佚名-星星不知我的心,http://em.21dtv.com/songs/60051108.mkv
张力尹-相信爱,http://em.21dtv.com/songs/60115901.mkv
张力尹-相信爱,http://em.21dtv.com/songs/60115144.mkv
大庆小芳-许仙爱上白娘子,http://em.21dtv.com/songs/60104007.mkv
旭日阳刚-希望总在下一站,http://em.21dtv.com/songs/60072592.mkv
古天乐-像我这一种男人,http://em.21dtv.com/songs/60049408.mkv
孙子涵+李佳薇-像我这样的少年,http://em.21dtv.com/songs/60115787.mkv
孙子涵+李佳薇-像我这样的少年,http://em.21dtv.com/songs/60115092.mkv
那英-像我这样的情人,http://em.21dtv.com/songs/60049403.mkv
谭咏麟-像我这样的朋友,http://em.21dtv.com/songs/60049402.mkv
罗时丰-像我这样的男人,http://em.21dtv.com/songs/60097890.mkv
赵咏华-像我这样的女人,http://em.21dtv.com/songs/60049401.mkv
周华健-像我这样的男人,http://em.21dtv.com/songs/60049400.mkv
周华健-象我这样的男人,http://em.21dtv.com/songs/60049374.mkv
张子瑄-像我这样的女孩,http://em.21dtv.com/songs/60094892.mkv
1-像我这样的家伙,http://em.21dtv.com/songs/60073296.mkv
佚名-希望转去你身边,http://em.21dtv.com/songs/60048002.mkv
萧福德-希望转去你身边,http://em.21dtv.com/songs/60048001.mkv
金莎-小王子的漂流瓶,http://em.21dtv.com/songs/60065219.mkv
徐秋菊+王映楼-洗碗也有相磕时,http://em.21dtv.com/songs/60048090.mkv
gugudan-像我一样的女孩,http://em.21dtv.com/songs/60133205.mkv
林申-许我一个红楼梦,http://em.21dtv.com/songs/60051561.mkv
梅艳芳-心窝已疯+坏女孩(演唱会),http://em.21dtv.com/songs/60050629.mkv
杨坤+人声兄弟-像雾像雨又像风,http://em.21dtv.com/songs/60112777.mkv
梁雁翎-像雾像雨又像风,http://em.21dtv.com/songs/60049412.mkv
郑家雄-像雾像雨又像风(演唱会),http://em.21dtv.com/songs/60049411.mkv
梁雁翎-像雾像雨又像风(演唱会),http://em.21dtv.com/songs/60049410.mkv
郑少秋+张天爱-像雾像电像春雷(演唱会),http://em.21dtv.com/songs/60049409.mkv
老狼-想问你,http://em.21dtv.com/songs/60117984.mkv
吴新宏-想忘难忘情悠悠,http://em.21dtv.com/songs/60084201.mkv
郭海超-希望你是个骗子,http://em.21dtv.com/songs/60061733.mkv
张海-希望你的心不变,http://em.21dtv.com/songs/60072591.mkv
夏青-希望留在我身边,http://em.21dtv.com/songs/60078505.mkv
门丽-许我来生再爱你,http://em.21dtv.com/songs/60124599.mkv
马健涛-香吻留给心上人,http://em.21dtv.com/songs/60067628.mkv
黄义达-显微镜下的爱情,http://em.21dtv.com/songs/60048487.mkv
波拉-希望今天遇见你,http://em.21dtv.com/songs/60104279.mkv
棉花糖-向晚的迷途指南,http://em.21dtv.com/songs/60100245.mkv
电流妹+葛雨晴-小尾巴,http://em.21dtv.com/songs/60111317.mkv
韩磊-向天再借五百年,http://em.21dtv.com/songs/60128581.mkv
朱振铭-向天再借五百年,http://em.21dtv.com/songs/60111957.mkv
韩磊-向天再借五百年,http://em.21dtv.com/songs/60049345.mkv
韩磊-向天再借五百年(演唱会),http://em.21dtv.com/songs/60049344.mkv
李娜-夏天最后的玫瑰,http://em.21dtv.com/songs/60048415.mkv
张非艳+冯雪刚-谢天谢地遇到你,http://em.21dtv.com/songs/60121688.mkv
潘七魁-谢天谢地你爱我,http://em.21dtv.com/songs/60122969.mkv
于文文-心跳,http://em.21dtv.com/songs/60118307.mkv
大飞-夏天,http://em.21dtv.com/songs/60108408.mkv
赵小兵-心太软续集(舞曲版),http://em.21dtv.com/songs/60063441.mkv
盖鸣晖+吴美英-幸唐李后主-私会,http://em.21dtv.com/songs/60051409.mkv
佚名-夏天的一朵玫瑰,http://em.21dtv.com/songs/60048412.mkv
梅婷-消失在遗忘之前,http://em.21dtv.com/songs/60049442.mkv
凤彩姐妹-相思只为你一人,http://em.21dtv.com/songs/60090677.mkv
陈玉建-小三在偷偷的哭,http://em.21dtv.com/songs/60049723.mkv
尹光+胡美仪-西施之梦会太湖(戏曲),http://em.21dtv.com/songs/60092544.mkv
陈小汉-西施苎罗访艳色(2),http://em.21dtv.com/songs/60093431.mkv
晓依+曹雷-心随着爱去流浪,http://em.21dtv.com/songs/60078779.mkv
