MV,#genre#
陈明栋-星期天的爱恋,http://em.21dtv.com/songs/60084649.mkv
陈仁鹤-新秋天不回来,http://em.21dtv.com/songs/60102865.mkv
宇恒-星期三的约会,http://em.21dtv.com/songs/60051086.mkv
俪媛-心牵牵心挂挂,http://em.21dtv.com/songs/60134903.mkv
天亮飞-想起你想起爱,http://em.21dtv.com/songs/60078640.mkv
戴荃+王宁-新千年等一回,http://em.21dtv.com/songs/60135300.mkv
戴荃+王宁-新千年等一回,http://em.21dtv.com/songs/60133733.mkv
王一超-新千年等一回,http://em.21dtv.com/songs/60106094.mkv
王力宏-星期六的深夜(演唱会),http://em.21dtv.com/songs/60051081.mkv
果然哥-向钱看向厚赚,http://em.21dtv.com/songs/60124141.mkv
彭清-虚情假意的你,http://em.21dtv.com/songs/60120554.mkv
李玖哲-小胖子的一天,http://em.21dtv.com/songs/60049691.mkv
李池湘-小朋友过新年,http://em.21dtv.com/songs/60091317.mkv
于海洋-溆浦我的天堂,http://em.21dtv.com/songs/60096033.mkv
马志锋-小苹果大菠萝,http://em.21dtv.com/songs/60107362.mkv
贡尕达哇-想你在千山外,http://em.21dtv.com/songs/60098783.mkv
翁立友-想你最后一天,http://em.21dtv.com/songs/60101474.mkv
吴琼-小女子本姓陶,http://em.21dtv.com/songs/60049688.mkv
陈建年-想你一切都好,http://em.21dtv.com/songs/60049171.mkv
凤飞飞-写宁云顶个名,http://em.21dtv.com/songs/60095459.mkv
佚名-写宁云顶个名,http://em.21dtv.com/songs/60050009.mkv
鸿飞-想你已成习惯,http://em.21dtv.com/songs/60120158.mkv
[Group]
groupName=十六万歌曲MV等 - 91
罗维帅-想你想你想你,http://em.21dtv.com/songs/60113944.mkv
胡江伟-想你想得想哭,http://em.21dtv.com/songs/60088497.mkv
胡江伟-想你想的想哭,http://em.21dtv.com/songs/60049156.mkv
张清芳-想你想到心慌,http://em.21dtv.com/songs/60049149.mkv
董事长乐团-新男性的复仇,http://em.21dtv.com/songs/60050871.mkv
波拉-想念我的女人,http://em.21dtv.com/songs/60078637.mkv
方瑞娥-心内事无人知,http://em.21dtv.com/songs/60050404.mkv
陈小云-心内事无人知,http://em.21dtv.com/songs/60050403.mkv
